record_date,debt_held_public_amt,intragov_hold_amt,tot_pub_debt_out_amt,src_line_nbr,record_fiscal_year,record_fiscal_quarter,record_calendar_year,record_calendar_quarter,record_calendar_month,record_calendar_day
2024-06-25,27580828533331.25,7167570155124.24,34748398688455.49,1,2024,3,2024,2,06,25
2024-06-26,27581121643497.46,7143567623465.65,34724689266963.11,1,2024,3,2024,2,06,26
2024-06-27,27564579398180.52,7158197529065.63,34722776927246.15,1,2024,3,2024,2,06,27
2024-06-28,27612896549329.17,7218737882064.3,34831634431393.47,1,2024,3,2024,2,06,28
2024-07-01,27686611898025.85,7154447730760.95,34841059628786.8,1,2024,4,2024,3,07,01
2024-07-02,27696947664513.33,7169092766813.98,34866040431327.31,1,2024,4,2024,3,07,02
2024-07-03,27696496266059.51,7151072723994.62,34847568990054.13,1,2024,4,2024,3,07,03
2024-07-05,27693475216355.36,7158726071239.68,34852201287595.04,1,2024,4,2024,3,07,05
2024-07-08,27693672925726.72,7163717134101.38,34857390059828.1,1,2024,4,2024,3,07,08
2024-07-09,27709504208843.5,7174867301204.1,34884371510047.6,1,2024,4,2024,3,07,09
2024-07-10,27710406330174.17,7150915328510.84,34861321658685.01,1,2024,4,2024,3,07,10
2024-07-11,27733802372114.6,7155137174411.31,34888939546525.91,1,2024,4,2024,3,07,11
2024-07-12,27734096471188.88,7155116955778.2,34889213426967.08,1,2024,4,2024,3,07,12
2024-07-15,27750724960754.6,7160922593309.75,34911647554064.35,1,2024,4,2024,3,07,15
2024-07-16,27775830463860.98,7164323729749.66,34940154193610.64,1,2024,4,2024,3,07,16
2024-07-17,27775355611306.52,7147921508920.43,34923277120226.95,1,2024,4,2024,3,07,17
2024-07-18,27794421298152.71,7151541980253.58,34945963278406.29,1,2024,4,2024,3,07,18
2024-07-19,27793280970095.1,7150970860497.82,34944251830592.92,1,2024,4,2024,3,07,19
2024-07-22,27793300671842.76,7156838325296.59,34950138997139.35,1,2024,4,2024,3,07,22
2024-07-23,27817639139025.78,7170482190259.74,34988121329285.52,1,2024,4,2024,3,07,23
2024-07-24,27817951354978.31,7151626944488.87,34969578299467.18,1,2024,4,2024,3,07,24
2024-07-25,27834323519790.43,7163216985312.9,34997540505103.33,1,2024,4,2024,3,07,25
2024-07-26,27834220424052.01,7167057755156.66,35001278179208.67,1,2024,4,2024,3,07,26
2024-07-29,27834326750512.37,7170089179786.63,35004415930299.0,1,2024,4,2024,3,07,29
2024-07-30,27864367559006.15,7178842418681.12,35043209977687.27,1,2024,4,2024,3,07,30
2024-07-31,27930511528793.83,7174259120507.2,35104770649301.03,1,2024,4,2024,3,07,31
2024-08-01,27946897741746.23,7112504605395.29,35059402347141.52,1,2024,4,2024,3,08,01
2024-08-02,27946832554647.4,7104596139907.59,35051428694554.99,1,2024,4,2024,3,08,02
2024-08-05,27945957511453.95,7113298864999.19,35059256376453.14,1,2024,4,2024,3,08,05
2024-08-06,27969087300801.08,7116699195042.16,35085786495843.24,1,2024,4,2024,3,08,06
2024-08-07,27969804303787.95,7124952042132.36,35094756345920.31,1,2024,4,2024,3,08,07
2024-08-08,27992303945196.96,7131024032831.51,35123327978028.47,1,2024,4,2024,3,08,08
2024-08-09,27991430891417.81,7131096240988.62,35122527132406.43,1,2024,4,2024,3,08,09
2024-08-12,27992486779604.18,7134363382135.09,35126850161739.27,1,2024,4,2024,3,08,12
2024-08-13,28017164049453.46,7143185532931.21,35160349582384.67,1,2024,4,2024,3,08,13
2024-08-14,28017226473416.87,7120398188567.53,35137624661984.4,1,2024,4,2024,3,08,14
2024-08-15,28032945816619.67,7136217961620.68,35169163778240.35,1,2024,4,2024,3,08,15
2024-08-16,28030070022009.33,7137158169204.13,35167228191213.46,1,2024,4,2024,3,08,16
2024-08-19,28030148229238.57,7147885883999.5,35178034113238.07,1,2024,4,2024,3,08,19
2024-08-20,28055639080735.21,7160261289357.86,35215900370093.07,1,2024,4,2024,3,08,20
2024-08-21,28056284385951.98,7137714893321.8,35193999279273.78,1,2024,4,2024,3,08,21
2024-08-22,28067310011637.03,7143040787909.09,35210350799546.12,1,2024,4,2024,3,08,22
2024-08-23,28067340611051.07,7146626489434.08,35213967100485.15,1,2024,4,2024,3,08,23
2024-08-26,28066894450384.91,7158290450800.92,35225184901185.83,1,2024,4,2024,3,08,26
2024-08-27,28122457986740.07,7167034016414.92,35289492003154.99,1,2024,4,2024,3,08,27
2024-08-28,28122421845095.35,7147274425768.51,35269696270863.86,1,2024,4,2024,3,08,28
2024-08-29,28132284797344.23,7147491348090.06,35279776145434.29,1,2024,4,2024,3,08,29
2024-08-30,28168005045836.45,7088051796953.61,35256056842790.06,1,2024,4,2024,3,08,30
2024-09-03,28252444995767.33,7067241644842.65,35319686640609.98,1,2024,4,2024,3,09,03
2024-09-04,28254186047367.95,7089638690647.07,35343824738015.02,1,2024,4,2024,3,09,04
2024-09-05,28258350864244.38,7087221290491.77,35345572154736.15,1,2024,4,2024,3,09,05
2024-09-06,28253281258134.21,7089805247432.0,35343086505566.21,1,2024,4,2024,3,09,06
2024-09-09,28253299707543.31,7093332564103.3,35346632271646.61,1,2024,4,2024,3,09,09
2024-09-10,28232619428904.84,7098542261688.57,35331161690593.41,1,2024,4,2024,3,09,10
2024-09-11,28232460501393.03,7076724111476.97,35309184612870.0,1,2024,4,2024,3,09,11
2024-09-12,28193985562400.05,7079894192517.33,35273879754917.38,1,2024,4,2024,3,09,12
2024-09-13,28188906439845.65,7079875149516.27,35268781589361.92,1,2024,4,2024,3,09,13
2024-09-16,28245785759097.01,7100683810500.73,35346469569597.74,1,2024,4,2024,3,09,16
2024-09-17,28227359906344.68,7123482404426.42,35350842310771.1,1,2024,4,2024,3,09,17
2024-09-18,28228475054525.36,7102794566587.72,35331269621113.08,1,2024,4,2024,3,09,18
2024-09-19,28220680267543.24,7106966355296.21,35327646622839.45,1,2024,4,2024,3,09,19
2024-09-20,28214574834140.68,7105135901991.38,35319710736132.06,1,2024,4,2024,3,09,20
2024-09-23,28215447150317.52,7109189229029.7,35324636379347.22,1,2024,4,2024,3,09,23
2024-09-24,28195893512737.15,7128431963631.2,35324325476368.35,1,2024,4,2024,3,09,24
2024-09-25,28194235452983.9,7109729711468.98,35303965164452.88,1,2024,4,2024,3,09,25
2024-09-26,28182178946545.8,7114188338406.46,35296367284952.26,1,2024,4,2024,3,09,26
2024-09-27,28208786657768.96,7112550686631.47,35321337344400.43,1,2024,4,2024,3,09,27
2024-09-30,28307312290783.0,7157361638388.69,35464673929171.69,1,2024,4,2024,3,09,30
2024-10-01,28312629054720.67,7356318312461.42,35668947367182.09,1,2025,1,2024,4,10,01
2024-10-02,28313722594978.62,7364038013056.83,35677760608035.45,1,2025,1,2024,4,10,02
2024-10-03,28322639420813.57,7355157421706.13,35677796842519.7,1,2025,1,2024,4,10,03
2024-10-04,28323365082799.83,7357149733233.09,35680514816032.92,1,2025,1,2024,4,10,04
2024-10-07,28321844291432.89,7360773507338.91,35682617798771.8,1,2025,1,2024,4,10,07
2024-10-08,28341720350763.38,7375985314369.29,35717705665132.67,1,2025,1,2024,4,10,08
2024-10-09,28341479458057.01,7352361803495.03,35693841261552.04,1,2025,1,2024,4,10,09
2024-10-10,28353945611403.78,7326688472528.4,35680634083932.18,1,2025,1,2024,4,10,10
2024-10-11,28351123484517.83,7356196197995.43,35707319682513.26,1,2025,1,2024,4,10,11
2024-10-15,28383518035772.03,7367753772853.42,35751271808625.45,1,2025,1,2024,4,10,15
2024-10-16,28386150164608.48,7357363382856.39,35743513547464.87,1,2025,1,2024,4,10,16
2024-10-17,28404121037347.13,7364963434177.25,35769084471524.38,1,2025,1,2024,4,10,17
2024-10-18,28403747282300.49,7365984865202.86,35769732147503.35,1,2025,1,2024,4,10,18
2024-10-21,28403842285305.15,7368907929581.47,35772750214886.62,1,2025,1,2024,4,10,21
2024-10-22,28423306636632.38,7379515537204.58,35802822173836.96,1,2025,1,2024,4,10,22
2024-10-23,28422500201162.2,7354871334181.43,35777371535343.63,1,2025,1,2024,4,10,23
2024-10-24,28452334402813.93,7356823348305.87,35809157751119.8,1,2025,1,2024,4,10,24
2024-10-25,28451878560753.69,7363513999069.84,35815392559823.53,1,2025,1,2024,4,10,25
2024-10-28,28449760812902.59,7367645595003.86,35817406407906.45,1,2025,1,2024,4,10,28
2024-10-29,28469426993796.14,7379094516640.88,35848521510437.02,1,2025,1,2024,4,10,29
2024-10-30,28470182494958.74,7376830095108.43,35847012590067.17,1,2025,1,2024,4,10,30
2024-10-31,28572149038424.26,7379452135511.76,35951601173936.02,1,2025,1,2024,4,10,31
2024-11-01,28567525956804.76,7299077266736.72,35866603223541.48,1,2025,1,2024,4,11,01
2024-11-04,28566347626909.66,7318053388944.7,35884401015854.36,1,2025,1,2024,4,11,04
2024-11-05,28582003195921.21,7329104402276.97,35911107598198.18,1,2025,1,2024,4,11,05
2024-11-06,28582117963923.5,7329940577295.35,35912058541218.85,1,2025,1,2024,4,11,06
2024-11-07,28607118813413.31,7336435406884.33,35943554220297.64,1,2025,1,2024,4,11,07
2024-11-08,28606361080480.36,7339035281994.84,35945396362475.2,1,2025,1,2024,4,11,08
2024-11-12,28620032996715.49,7343732587583.75,35963765584299.24,1,2025,1,2024,4,11,12
2024-11-13,28617935465098.64,7332326962681.05,35950262427779.69,1,2025,1,2024,4,11,13
2024-11-14,28632426082432.23,7333106942171.82,35965533024604.05,1,2025,1,2024,4,11,14
2024-11-15,28621283646779.39,7337893341160.72,35959176987940.11,1,2025,1,2024,4,11,15
2024-11-18,28620973630175.8,7343002712548.11,35963976342723.91,1,2025,1,2024,4,11,18
2024-11-19,28634183281951.62,7358107761767.23,35992291043718.85,1,2025,1,2024,4,11,19
2024-11-20,28634759575097.22,7339146403017.48,35973905978114.7,1,2025,1,2024,4,11,20
2024-11-21,28688857681958.64,7346136905023.33,36034994586981.97,1,2025,1,2024,4,11,21
2024-11-22,28689193665601.5,7358329472334.85,36047523137936.35,1,2025,1,2024,4,11,22
2024-11-25,28689638049359.94,7363012845434.82,36052650894794.76,1,2025,1,2024,4,11,25
2024-11-26,28736542181892.5,7377028353910.03,36113570535802.53,1,2025,1,2024,4,11,26
2024-11-27,28735907867644.94,7354689358159.49,36090597225804.43,1,2025,1,2024,4,11,27
2024-11-29,28791207744535.64,7296155216076.36,36087362960612.0,1,2025,1,2024,4,11,29
2024-12-02,28878760944937.34,7292421010347.02,36171181955284.36,1,2025,1,2024,4,12,02
2024-12-03,28883514581503.88,7285899282363.0,36169413863866.88,1,2025,1,2024,4,12,03
2024-12-04,28882393374551.42,7288118172887.43,36170511547438.85,1,2025,1,2024,4,12,04
2024-12-05,28877400152221.15,7289964785887.29,36167364938108.44,1,2025,1,2024,4,12,05
2024-12-06,28874999106506.03,7291038463951.3,36166037570457.33,1,2025,1,2024,4,12,06
2024-12-09,28874168830835.46,7298026448227.48,36172195279062.94,1,2025,1,2024,4,12,09
2024-12-10,28858224127746.27,7305218268480.34,36163442396226.61,1,2025,1,2024,4,12,10
2024-12-11,28849932499916.86,7282588015359.67,36132520515276.53,1,2025,1,2024,4,12,11
2024-12-12,28846561718955.86,7286902179676.16,36133463898632.02,1,2025,1,2024,4,12,12
2024-12-13,28846613864721.94,7287461769216.75,36134075633938.69,1,2025,1,2024,4,12,13
2024-12-16,28901403659573.18,7291492045410.47,36192895704983.65,1,2025,1,2024,4,12,16
2024-12-17,28876690689081.36,7312655137059.26,36189345826140.62,1,2025,1,2024,4,12,17
2024-12-18,28875451168038.78,7292152981916.83,36167604149955.61,1,2025,1,2024,4,12,18
2024-12-19,28870054568670.25,7297069898822.65,36167124467492.9,1,2025,1,2024,4,12,19
2024-12-20,28864783375019.35,7296837640426.22,36161621015445.57,1,2025,1,2024,4,12,20
2024-12-23,28865105876886.59,7325170681580.03,36190276558466.62,1,2025,1,2024,4,12,23
2024-12-24,28839543803673.77,7307275380693.33,36146819184367.1,1,2025,1,2024,4,12,24
2024-12-26,28794989291882.5,7317818417425.11,36112807709307.61,1,2025,1,2024,4,12,26
2024-12-27,28822584881480.95,7321598494166.48,36144183375647.43,1,2025,1,2024,4,12,27
2024-12-30,28821350185471.75,7328807044988.29,36150157230460.04,1,2025,1,2024,4,12,30
2024-12-31,28836996111881.81,7381609199808.1,36218605311689.91,1,2025,1,2024,4,12,31
2025-01-02,28831964741779.76,7337992876980.45,36169957618760.21,1,2025,2,2025,1,01,02
2025-01-03,28831651555267.15,7332495171778.67,36164146727045.82,1,2025,2,2025,1,01,03
2025-01-06,28832259211211.08,7339533493948.9,36171792705159.98,1,2025,2,2025,1,01,06
2025-01-07,28826479434779.86,7352196584435.73,36178676019215.59,1,2025,2,2025,1,01,07
2025-01-08,28824060020226.11,7329685322040.19,36153745342266.3,1,2025,2,2025,1,01,08
2025-01-09,28832160356396.23,7334233257283.5,36166393613679.73,1,2025,2,2025,1,01,09
2025-01-10,28832716210040.45,7336803790005.04,36169520000045.49,1,2025,2,2025,1,01,10
2025-01-13,28832556245721.97,7340898861989.14,36173455107711.11,1,2025,2,2025,1,01,13
2025-01-14,28850228995216.85,7350677542937.39,36200906538154.24,1,2025,2,2025,1,01,14
2025-01-15,28832351544946.26,7341818590517.75,36174170135464.01,1,2025,2,2025,1,01,15
2025-01-16,28846012162618.21,7351498835789.37,36197510998407.58,1,2025,2,2025,1,01,16
2025-01-17,28845583131561.83,7361010184013.32,36206593315575.15,1,2025,2,2025,1,01,17
2025-01-21,28863463959281.89,7354794444044.46,36218258403326.35,1,2025,2,2025,1,01,21
2025-01-22,28863025857989.46,7354465474237.07,36217491332226.53,1,2025,2,2025,1,01,22
2025-01-23,28880821900250.34,7341180823593.9,36222002723844.24,1,2025,2,2025,1,01,23
2025-01-24,28881218302457.27,7340010231344.99,36221228533802.26,1,2025,2,2025,1,01,24
2025-01-27,28862375452519.97,7356530845791.36,36218906298311.33,1,2025,2,2025,1,01,27
2025-01-28,28851969423506.15,7367967855319.07,36219937278825.22,1,2025,2,2025,1,01,28
2025-01-29,28852559462378.04,7366602126915.04,36219161589293.08,1,2025,2,2025,1,01,29
2025-01-30,28850151178663.95,7371291903947.9,36221443082611.85,1,2025,2,2025,1,01,30
2025-01-31,28911508658693.08,7308698079354.88,36220206738047.96,1,2025,2,2025,1,01,31
2025-02-03,28923985500400.02,7293892752118.87,36217878252518.89,1,2025,2,2025,1,02,03
2025-02-04,28897398320943.43,7321503139885.53,36218901460828.96,1,2025,2,2025,1,02,04
2025-02-05,28895705607248.8,7322417988645.61,36218123595894.41,1,2025,2,2025,1,02,05
2025-02-06,28892938412549.8,7327422633245.01,36220361045794.81,1,2025,2,2025,1,02,06
2025-02-07,28891246579142.97,7328335379387.61,36219581958530.58,1,2025,2,2025,1,02,07
2025-02-10,28882844331495.71,7334400412358.69,36217244743854.4,1,2025,2,2025,1,02,10
2025-02-11,28873690527396.65,7344577753959.85,36218268281356.5,1,2025,2,2025,1,02,11
2025-02-12,28896394701632.1,7321093154139.98,36217487855772.08,1,2025,2,2025,1,02,12
2025-02-13,28896004938072.67,7323759149504.89,36219764087577.56,1,2025,2,2025,1,02,13
2025-02-14,28895337232003.27,7323646458424.72,36218983690427.99,1,2025,2,2025,1,02,14
2025-02-18,28876078679117.8,7343514021988.87,36219592701106.67,1,2025,2,2025,1,02,18
2025-02-19,28878510874731.94,7340301225405.37,36218812100137.31,1,2025,2,2025,1,02,19
2025-02-20,28869749063206.15,7353240387067.82,36222989450273.97,1,2025,2,2025,1,02,20
2025-02-21,28862508705242.94,7359702901676.52,36222211606919.46,1,2025,2,2025,1,02,21
2025-02-24,28846869977339.96,7373008557021.63,36219878534361.59,1,2025,2,2025,1,02,24
2025-02-25,28837112928950.54,7383636720904.88,36220749649855.42,1,2025,2,2025,1,02,25
2025-02-26,28855309766407.65,7364670889368.14,36219980655775.79,1,2025,2,2025,1,02,26
2025-02-27,28855106718012.13,7366843117994.8,36221949836006.93,1,2025,2,2025,1,02,27
2025-02-28,28914410587820.34,7304512781549.76,36218923369370.1,1,2025,2,2025,1,02,28
2025-03-03,28930823432033.66,7285803754245.12,36216627186278.78,1,2025,2,2025,1,03,03
2025-03-04,28906019720336.11,7311438006096.7,36217457726432.81,1,2025,2,2025,1,03,04
2025-03-05,28904524826408.57,7312170732441.29,36216695558849.86,1,2025,2,2025,1,03,05
2025-03-06,28910964000416.83,7307623005751.68,36218587006168.51,1,2025,2,2025,1,03,06
2025-03-07,28909913656084.0,7307910527929.37,36217824184013.37,1,2025,2,2025,1,03,07
2025-03-10,28903192097197.0,7312343609752.98,36215535706949.98,1,2025,2,2025,1,03,10
2025-03-11,28890925430619.29,7325421064819.46,36216346495438.75,1,2025,2,2025,1,03,11
2025-03-12,28912908316119.9,7302680425507.41,36215588741627.31,1,2025,2,2025,1,03,12
2025-03-13,28910212445754.95,7307197895481.62,36217410341236.57,1,2025,2,2025,1,03,13
2025-03-14,28937109052409.72,7279547308963.16,36216656361372.88,1,2025,2,2025,1,03,14
2025-03-17,28928035225282.57,7286359145227.48,36214394370510.05,1,2025,2,2025,1,03,17
2025-03-18,28908695063079.12,7306517606255.26,36215212669334.38,1,2025,2,2025,1,03,18
2025-03-19,28931615276590.47,7282852542757.69,36214467819348.16,1,2025,2,2025,1,03,19
2025-03-20,28931004380785.4,7287217664400.94,36218222045186.34,1,2025,2,2025,1,03,20
2025-03-21,28927403024844.31,7290078282240.53,36217481307084.84,1,2025,2,2025,1,03,21
2025-03-24,28924757833909.66,7290501073128.13,36215258907037.79,1,2025,2,2025,1,03,24
2025-03-25,28900194597054.75,7315898690539.0,36216093287593.75,1,2025,2,2025,1,03,25
2025-03-26,28922608710230.04,7292747823941.33,36215356534171.37,1,2025,2,2025,1,03,26
2025-03-27,28921459406910.63,7295744922929.56,36217204329840.19,1,2025,2,2025,1,03,27
2025-03-28,28918637682348.73,7297832989689.14,36216470672037.87,1,2025,2,2025,1,03,28
2025-03-31,28909508850275.58,7304801569898.55,36214310420174.13,1,2025,2,2025,1,03,31
2025-04-01,28945058837872.08,7270097835241.72,36215156673113.8,1,2025,3,2025,2,04,01
2025-04-02,28941616891545.06,7272809319818.7,36214426211363.76,1,2025,3,2025,2,04,02
2025-04-03,28960433646738.55,7256061381049.41,36216495027787.96,1,2025,3,2025,2,04,03
2025-04-04,28956155080112.68,7259606538778.43,36215761618891.11,1,2025,3,2025,2,04,04
2025-04-07,28947771026214.14,7265790465766.99,36213561491981.13,1,2025,3,2025,2,04,07
2025-04-08,28936031572664.84,7278477178525.17,36214508751190.01,1,2025,3,2025,2,04,08
2025-04-09,28958991840990.14,7254779381299.45,36213771222289.59,1,2025,3,2025,2,04,09
2025-04-10,28952824025915.61,7262877291916.33,36215701317831.94,1,2025,3,2025,2,04,10
2025-04-11,28952083890117.2,7262882499164.91,36214966389282.11,1,2025,3,2025,2,04,11
2025-04-14,28942462559586.95,7270299073998.82,36212761633585.77,1,2025,3,2025,2,04,14
2025-04-15,28904113909824.41,7310211361410.85,36214325271235.26,1,2025,3,2025,2,04,15
2025-04-16,28917184309983.82,7296406402244.83,36213590712228.65,1,2025,3,2025,2,04,16
2025-04-17,28913508876197.06,7303971159026.21,36217480035223.27,1,2025,3,2025,2,04,17
2025-04-18,28904329571387.04,7312424849275.23,36216754420662.27,1,2025,3,2025,2,04,18
2025-04-21,28897595263583.41,7316982346759.55,36214577610342.96,1,2025,3,2025,2,04,21
2025-04-22,28885292677312.48,7330176983450.72,36215469660763.2,1,2025,3,2025,2,04,22
2025-04-23,28901934804636.8,7312815062684.62,36214749867321.42,1,2025,3,2025,2,04,23
2025-04-24,28886899281587.33,7329792439929.2,36216691721516.53,1,2025,3,2025,2,04,24
2025-04-25,28886705983824.0,7329267841927.09,36215973825751.09,1,2025,3,2025,2,04,25
2025-04-28,28880205893953.1,7333614270247.08,36213820164200.18,1,2025,3,2025,2,04,28
2025-04-29,28870044615160.41,7344669902800.32,36214714517960.73,1,2025,3,2025,2,04,29
2025-04-30,28852660949319.21,7360896246491.44,36213557195810.65,1,2025,3,2025,2,04,30
2025-05-01,28910031708449.29,7305545090837.58,36215576799286.87,1,2025,3,2025,2,05,01
2025-05-02,28913077198269.89,7301782985239.82,36214860183509.71,1,2025,3,2025,2,05,02
2025-05-05,28900702282928.55,7312008106218.9,36212710389147.45,1,2025,3,2025,2,05,05
2025-05-06,28888855819827.73,7324747054422.48,36213602874250.21,1,2025,3,2025,2,05,06
2025-05-07,28885833651968.1,7327052459190.16,36212886111158.26,1,2025,3,2025,2,05,07
2025-05-08,28879495109710.33,7335400990668.67,36214896100379.0,1,2025,3,2025,2,05,08
2025-05-09,28879730647251.1,7334450473321.47,36214181120572.57,1,2025,3,2025,2,05,09
2025-05-12,28873314691669.41,7338721472920.86,36212036164590.27,1,2025,3,2025,2,05,12
2025-05-13,28858866133930.92,7354112774119.09,36212978908050.01,1,2025,3,2025,2,05,13
2025-05-14,28883690101680.6,7328571320062.29,36212261421742.89,1,2025,3,2025,2,05,14
2025-05-15,28880432375776.61,7335997036243.2,36216429412019.81,1,2025,3,2025,2,05,15
2025-05-16,28877878941841.26,7337835686711.83,36215714628553.09,1,2025,3,2025,2,05,16
2025-05-19,28867568836311.34,7346001927409.64,36213570763720.98,1,2025,3,2025,2,05,19
2025-05-20,28855901031670.0,7358574400540.84,36214475432210.84,1,2025,3,2025,2,05,20
2025-05-21,28877912012097.42,7335849209013.4,36213761221110.82,1,2025,3,2025,2,05,21
2025-05-22,28875495146667.02,7340306339171.52,36215801485838.54,1,2025,3,2025,2,05,22
2025-05-23,28863100025246.62,7351988377099.25,36215088402345.87,1,2025,3,2025,2,05,23
2025-05-27,28856796025402.94,7357057726549.11,36213853751952.05,1,2025,3,2025,2,05,27
2025-05-28,28867570378120.42,7345570748145.64,36213141126266.06,1,2025,3,2025,2,05,28
2025-05-29,28871680706822.26,7343495610476.16,36215176317298.42,1,2025,3,2025,2,05,29
2025-05-30,28952461153000.13,7263357246936.72,36215818399936.85,1,2025,3,2025,2,05,30
2025-06-02,28956814642277.72,7257586022576.81,36214400664854.53,1,2025,3,2025,2,06,02
2025-06-03,28964890579889.1,7250316846801.55,36215207426690.65,1,2025,3,2025,2,06,03
2025-06-04,28953597578775.68,7260903821437.96,36214501400213.64,1,2025,3,2025,2,06,04
2025-06-05,28949058827202.6,7267330587277.61,36216389414480.21,1,2025,3,2025,2,06,05
2025-06-06,28947314928888.42,7268370334778.94,36215685263667.36,1,2025,3,2025,2,06,06
2025-06-09,28937734806745.08,7275837978669.95,36213572785415.03,1,2025,3,2025,2,06,09
2025-06-10,28925282868405.29,7288997721700.45,36214280590105.74,1,2025,3,2025,2,06,10
2025-06-11,28947461766728.03,7266119957069.04,36213581723797.07,1,2025,3,2025,2,06,11
2025-06-12,28944696357421.28,7272755735482.53,36217452092903.81,1,2025,3,2025,2,06,12
2025-06-13,28943677590027.96,7273078926433.72,36216756516461.68,1,2025,3,2025,2,06,13
2025-06-16,28907522231455.1,7307147612603.45,36214669844058.55,1,2025,3,2025,2,06,16
2025-06-17,28884822109662.55,7330575632185.21,36215397741847.76,1,2025,3,2025,2,06,17
2025-06-18,28905136181836.44,7309570954397.39,36214707136233.83,1,2025,3,2025,2,06,18
2025-06-20,28900785723043.42,7315087705792.44,36215873428835.86,1,2025,3,2025,2,06,20
2025-06-23,28890044591558.48,7323763835441.08,36213808426999.56,1,2025,3,2025,2,06,23
2025-06-24,28860859190127.59,7353694147625.66,36214553337753.25,1,2025,3,2025,2,06,24
2025-06-25,28888758862953.29,7325110705163.71,36213869568117.0,1,2025,3,2025,2,06,25
2025-06-26,28887012425608.74,7328793639131.62,36215806064740.36,1,2025,3,2025,2,06,26
